,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
5028,Hyundai Grand i10,2016,63284,1,PETROL,KA-01,Manual,HatchBack,496000
5029,Honda City,2015,93076,1,CNG,MH-14,Manual,Sedan,563000
5030,Maruti Wagon R 1.0,2017,31244,1,CNG,MH-05,Manual,HatchBack,411000
5031,Maruti New Wagon-R,2021,18543,1,PETROL,HR-20,Manual,HatchBack,547000
5032,Maruti Swift,2019,43271,1,PETROL,KA-03,Manual,HatchBack,607000
5033,Maruti Swift,2015,69946,2,PETROL,DL-12,Manual,HatchBack,396000
5034,Hyundai Elite i20,2018,29246,1,PETROL,KA-53,Automatic,HatchBack,749000
5035,Maruti Alto,2020,16411,1,PETROL,HR-20,Manual,HatchBack,391000
5036,Maruti IGNIS,2021,14998,1,PETROL,DL-9C,Manual,HatchBack,566000
5037,Maruti Swift,2015,81442,1,PETROL,MH-01,Manual,HatchBack,382000
5038,Hyundai NEW I20,2021,37099,1,PETROL,UP-32,Manual,HatchBack,683800
5039,Maruti Swift,2019,70182,1,PETROL,DL-12,Manual,HatchBack,498000
5040,Maruti Swift Dzire,2012,51409,1,PETROL,MH-05,Automatic,Sedan,1271000
5041,Datsun Go,2014,18499,1,PETROL,MH-01,Manual,HatchBack,250000
5042,Maruti Swift Dzire,2010,57406,2,DIESEL,MH-01,Manual,Sedan,740000
5043,Maruti S PRESSO,2020,74089,1,PETROL,KA-04,Manual,HatchBack,418000
5044,Volkswagen Polo,2018,53736,1,PETROL,KA-01,Manual,HatchBack,683000
5045,Honda Amaze,2019,56375,1,PETROL,HR-36,Manual,Sedan,596000
5046,Renault Kiger,2021,9698,1,PETROL,DL-3C,Automatic,HatchBack,968000
5047,Honda Brio,2015,76911,2,PETROL,KA-02,Manual,HatchBack,395000
5048,Datsun Redi Go,2018,15925,1,PETROL,DL-14,Manual,HatchBack,297000
5049,Mahindra XUV500,2017,55456,1,DIESEL,MH-47,Automatic,Lux_SUV,1119000
5050,KIA SELTOS,2019,7492,1,PETROL,HR-26,Manual,SUV,1057000
5051,Hyundai New Elantra,2017,64350,2,PETROL,MH-02,Automatic,Lux_sedan,968000
5052,Renault Duster,2016,71788,1,DIESEL,DL-8C,Manual,SUV,522000
5053,Maruti Swift Dzire,2013,71493,2,DIESEL,TS-08,Automatic,Sedan,967000
5054,KIA SELTOS,2020,24339,2,PETROL,CH-01,Manual,SUV,1139000
5055,Maruti Baleno,2015,47035,1,DIESEL,TN-06,Manual,HatchBack,606000
5056,Toyota Etios,2011,85957,2,DIESEL,TN-13,Manual,Sedan,692000
5057,Toyota Corolla Altis,2011,63980,2,PETROL,MH-12,Manual,Lux_sedan,325000
5058,Mahindra Kuv100,2016,44463,3,PETROL,GJ-05,Manual,SUV,281000
5059,Maruti Baleno,2019,31283,1,PETROL,TS-10,Automatic,HatchBack,815000
5060,Honda City,2015,87392,1,CNG,DL-9C,Manual,Sedan,673000
5061,Hyundai Elite i20,2018,23568,2,PETROL,TS-08,Manual,HatchBack,762000
5062,Hyundai Verna,2015,101760,1,DIESEL,MH-14,Manual,Sedan,578000
5063,Honda Amaze,2016,56070,2,DIESEL,TN-14,Manual,Sedan,703000
5064,Maruti Swift,2014,91398,3,PETROL,KA-05,Manual,HatchBack,450000
5065,Maruti Alto 800,2017,63684,1,PETROL,TN-12,Manual,HatchBack,300000
5066,Datsun Go Plus,2018,12169,1,PETROL,TN-05,Manual,HatchBack,453000
5067,Hyundai Tucson New,2017,38835,1,PETROL,DL-12,Manual,Lux_SUV,1155000
5068,Hyundai Creta,2016,80837,2,PETROL,MH-43,Automatic,SUV,835000
5069,Maruti Ciaz,2015,91435,2,PETROL,DL-1C,Manual,Sedan,517000
5070,Skoda Rapid,2015,30927,2,PETROL,DL-6C,Manual,Sedan,582000
5071,Maruti Ciaz,2019,42423,1,PETROL,PB-02,Manual,Sedan,566000
5072,Maruti Celerio,2015,82778,1,PETROL,WB-26,Manual,HatchBack,288000
5073,Maruti Dzire,2018,47726,1,PETROL,MH-14,Automatic,Sedan,678350
5074,Hyundai AURA,2022,35752,2,PETROL,MH-02,Automatic,Sedan,736000
5075,Maruti Swift,2012,102912,1,PETROL,,Manual,HatchBack,374400
5076,Ford Ecosport,2016,64393,1,PETROL,MH-14,Manual,SUV,544000
5077,Honda Brio,2017,42730,1,PETROL,GJ-03,Manual,HatchBack,400000
5078,Maruti Celerio,2017,97445,2,PETROL,TN-02,Automatic,HatchBack,443000
5079,Maruti Swift Dzire,2014,116132,2,PETROL,,Manual,Sedan,344000
5080,Hyundai NEW SANTRO,2019,82869,1,CNG,DL-5C,Manual,HatchBack,521000
5081,Maruti Dzire,2017,90013,2,PETROL,TS-07,Manual,Sedan,602000
5082,Maruti Alto 800,2015,70556,1,CNG,MH-47,Manual,HatchBack,276000
5083,Maruti Alto 800,2013,82985,2,CNG,GJ-05,Manual,HatchBack,214000
5084,Maruti Vitara Brezza,2018,45394,1,DIESEL,MH-14,Manual,SUV,836000
5085,Hyundai i20,2010,61690,1,PETROL,KA-02,Manual,HatchBack,303000
5086,Maruti Ciaz,2019,91391,1,PETROL,UP-32,Manual,Sedan,668000
5087,Hyundai Grand i10,2013,67389,1,PETROL,MH-02,Manual,HatchBack,347000
5088,Maruti Alto K10,2017,57632,1,PETROL,KA-50,Manual,HatchBack,362000
5089,Maruti Celerio X,2018,57744,1,PETROL,KA-01,Manual,HatchBack,492000
5090,Maruti Vitara Brezza,2018,62125,1,DIESEL,MH-05,Automatic,SUV,851000
5091,Hyundai Xcent,2019,37432,1,PETROL,GJ-16,Manual,Sedan,537000
5092,Maruti Swift,2017,86230,1,CNG,DL-3C,Manual,HatchBack,521000
5093,Hyundai Verna,2011,113536,3,DIESEL,KA-01,Manual,Sedan,327000
5094,Hyundai VENUE,2019,31773,1,PETROL,TN-12,Automatic,SUV,908000
5095,Honda Brio,2013,54147,2,PETROL,MH-02,Automatic,HatchBack,383000
5096,Hyundai Elite i20,2017,54760,1,PETROL,DL-12,Manual,HatchBack,540000
5097,Hyundai i20,2013,92905,2,PETROL,AP-09,Manual,HatchBack,348000
5098,Maruti Alto,2019,20657,2,PETROL,MH-40,Manual,HatchBack,297000
5099,Maruti Celerio,2017,52407,1,CNG,MH-01,Manual,HatchBack,451000
5100,Maruti Alto 800,2015,72796,1,PETROL,UP-80,Manual,HatchBack,213000
5101,Maruti Swift Dzire,2012,91392,1,PETROL,MP-04,Automatic,Sedan,618000
5102,Maruti Baleno,2019,50252,1,PETROL,DL-10,Manual,HatchBack,613000
5103,Tata NEXON,2021,25894,1,PETROL,KL-04,Automatic,SUV,1131000
5104,Renault Kwid,2017,62810,3,PETROL,MH-17,Manual,HatchBack,334000
5105,Hyundai Grand i10,2017,42133,1,PETROL,DL-4C,Automatic,HatchBack,496200
5106,Maruti Alto,2022,11261,2,PETROL,GJ-03,Manual,HatchBack,419000
5107,Ford FREESTYLE,2018,26566,1,PETROL,KA-01,Manual,SUV,641000
5108,Maruti Wagon R 1.0,2018,21563,2,PETROL,HR-26,Manual,HatchBack,405000
5109,Maruti Swift,2018,28548,1,PETROL,KA-01,Manual,HatchBack,688000
5110,Volkswagen T-ROC,2019,34211,1,PETROL,GJ-03,Automatic,SUV,1788000
5111,Maruti Celerio,2015,46642,1,PETROL,PB-12,Manual,HatchBack,413000
5112,Hyundai Elite i20,2018,56719,1,DIESEL,TS-07,Manual,HatchBack,775000
5113,Maruti Baleno,2020,18875,1,PETROL,MH-14,Manual,HatchBack,721000
5114,Hyundai Santro Xing,2010,27590,2,PETROL,MH-14,Manual,HatchBack,170000
5115,Maruti Celerio,2019,53268,1,CNG,TS-07,Manual,HatchBack,523000
5116,Hyundai Grand i10,2015,104043,1,CNG,GJ-18,Manual,HatchBack,454000
5117,Maruti Baleno,2020,54205,1,PETROL,HR-98,Automatic,HatchBack,675000
5118,Honda City,2014,73816,2,PETROL,MH-12,Manual,Sedan,447000
5119,Hyundai Grand i10,2018,34787,1,PETROL,DL-9C,Manual,HatchBack,517000
5120,Hyundai Grand i10,2020,16996,1,PETROL,UP-32,Manual,HatchBack,540000
5121,Maruti Wagon R 1.0,2013,39769,2,PETROL,HR-02,Manual,HatchBack,295000
5122,Maruti Celerio,2022,14981,1,PETROL,PB-08,Manual,HatchBack,547000
5123,Toyota YARIS,2020,62593,1,DIESEL,KA-26,Automatic,Sedan,1341000
5124,Tata TIGOR,2021,73424,1,PETROL,BR-02,Manual,Sedan,530000
5125,Maruti Swift,2020,46469,1,PETROL,WB-06,Manual,HatchBack,555000
5126,Maruti Alto 800,2019,58315,1,PETROL,KL-22,Manual,HatchBack,299000
5127,Maruti Swift,2016,53917,2,DIESEL,TN-02,Manual,HatchBack,625000
5128,Maruti Swift,2016,31324,2,PETROL,HR-26,Manual,HatchBack,513000
5129,Hyundai i20,2012,62544,2,PETROL,MH-12,Manual,HatchBack,343000
5130,Hyundai i20,2012,59553,2,PETROL,MH-12,Manual,HatchBack,357000
5131,Ford Ecosport,2016,97711,1,DIESEL,HR-30,Manual,SUV,485000
5132,Maruti S PRESSO,2022,5103,1,PETROL,TN-10,Automatic,HatchBack,580000
5133,Skoda Rapid,2020,100831,1,PETROL,,Manual,Sedan,325000
5134,Hyundai Grand i10,2017,33218,3,PETROL,MH-04,Manual,HatchBack,372000
5135,Hyundai Grand i10,2015,63649,1,PETROL,KA-51,Manual,HatchBack,486000
5136,Maruti Alto 800,2015,34871,1,PETROL,DL-2C,Manual,HatchBack,287000
5137,Hyundai Grand i10,2017,45074,1,PETROL,PB-65,Manual,HatchBack,504000
5138,Honda Amaze,2014,32253,2,PETROL,MH-04,Manual,Sedan,440000
5139,Maruti Alto 800,2014,76339,1,PETROL,MH-08,Manual,HatchBack,216000
5140,Skoda Rapid,2012,10266,1,PETROL,GJ-27,Automatic,Sedan,1167000
5141,Renault Duster,2021,7353,1,PETROL,HR-98,Manual,SUV,1117000
5142,Hyundai i10,2015,71205,2,PETROL,DL-9C,Manual,HatchBack,307000
5143,Hyundai i10,2011,62606,2,PETROL,TN-22,Manual,HatchBack,268000
5144,Maruti Baleno,2018,26880,1,PETROL,MH-02,Automatic,HatchBack,674000
5145,Hyundai Creta,2017,29937,1,PETROL,TS-08,Automatic,SUV,1105000
5146,Maruti Baleno,2019,24602,1,PETROL,DL-1C,Manual,HatchBack,698000
5147,Maruti Celerio,2018,57524,1,CNG,MH-14,Manual,HatchBack,509000
5148,Maruti Dzire,2018,82143,1,PETROL,HR-51,Manual,Sedan,680000
5149,Maruti Swift,2018,59118,2,PETROL,TS-07,Automatic,HatchBack,619000
5150,Maruti Swift,2021,16866,2,PETROL,TN-90,Manual,HatchBack,693000
5151,Maruti Swift,2015,118988,1,PETROL,,Manual,HatchBack,466000
5152,Ford FREESTYLE,2018,87777,2,DIESEL,KA-03,Manual,SUV,593000
5153,Honda City,2016,84618,2,CNG,DL-12,Manual,Sedan,483000
5154,Hyundai i10,2011,96116,2,PETROL,KA-04,Manual,HatchBack,292000
5155,Hyundai Creta,2017,98513,1,DIESEL,HR-36,Manual,SUV,738000
5156,Hyundai Grand i10,2019,17480,1,PETROL,KA-53,Manual,HatchBack,638000
5157,Honda City,2014,70171,2,PETROL,DL-1C,Manual,Sedan,513000
5158,Maruti XL6,2019,33240,1,PETROL,GJ-08,Manual,SUV,956000
5159,Tata Zest,2014,47218,2,PETROL,MH-49,Manual,Sedan,591000
5160,Honda City,2022,14742,1,PETROL,PB-10,Manual,Sedan,1176000
5161,Honda City,2018,16281,1,PETROL,KA-03,Manual,Sedan,979000
5162,Tata TIGOR,2018,37741,1,PETROL,RJ-45,Manual,Sedan,629000
5163,Honda City,2015,56176,1,PETROL,TN-09,Manual,Sedan,566000
5164,Maruti Swift Dzire,2016,54996,1,PETROL,GJ-19,Manual,Sedan,706000
5165,Maruti S PRESSO,2019,99003,1,PETROL,TS-07,Manual,HatchBack,443000
5166,Hyundai Grand i10,2015,49479,3,PETROL,KA-51,Manual,HatchBack,454000
5167,Maruti New Wagon-R,2021,24191,1,CNG,MH-04,Manual,HatchBack,627000
5168,Maruti Ciaz,2017,43181,1,PETROL,UP-15,Manual,Sedan,670000
5169,Hyundai i20,2012,111571,2,DIESEL,KA-04,Manual,HatchBack,380000
5170,Renault Kwid,2015,25736,1,PETROL,MH-05,Manual,HatchBack,286000
5171,Hyundai Grand i10,2015,52912,1,PETROL,KA-05,Automatic,HatchBack,573000
5172,Hyundai Creta,2016,78347,2,DIESEL,MH-02,Automatic,SUV,885000
5173,Hyundai i10,2012,52718,1,PETROL,UP-16,Manual,HatchBack,268000
5174,Hyundai Grand i10,2020,8269,1,PETROL,UP-85,Manual,HatchBack,592000
5175,Maruti Alto K10,2012,42619,1,PETROL,KL-40,Manual,HatchBack,248000
5176,Hyundai i10,2014,72147,1,PETROL,WB-06,Manual,HatchBack,232000
5177,Honda City,2014,87733,2,PETROL,WB-02,Manual,Sedan,323000
5178,KIA SELTOS,2020,17662,1,DIESEL,MH-05,Manual,SUV,1307000
5179,Honda Amaze,2015,71447,2,PETROL,AP-09,Automatic,Sedan,419000
5180,Honda Amaze,2014,68882,1,PETROL,MH-01,Manual,Sedan,365000
5181,Maruti Baleno,2016,57053,1,DIESEL,KA-02,Manual,HatchBack,745000
5182,Hyundai Grand i10,2016,54128,2,PETROL,KA-03,Automatic,HatchBack,545000
5183,Hyundai Elite i20,2020,43973,1,PETROL,RJ-45,Manual,HatchBack,637000
5184,Maruti New Wagon-R,2021,44293,1,CNG,HR-26,Manual,HatchBack,574000
5185,Renault Duster,2019,44293,1,DIESEL,TS-06,Manual,SUV,1020000
5186,Maruti Swift,2017,49910,1,PETROL,UP-16,Manual,HatchBack,452000
5187,Ford FREESTYLE,2018,71619,1,DIESEL,MP-04,Manual,SUV,652000
5188,Maruti Baleno,2019,34861,1,PETROL,GJ-12,Automatic,HatchBack,649000
5189,Maruti Ciaz,2015,105397,2,CNG,MH-03,Manual,Sedan,509000
5190,Maruti Alto,2019,18475,1,PETROL,HR-29,Manual,HatchBack,386000
5191,Hyundai Grand i10,2018,22466,1,PETROL,UP-78,Manual,HatchBack,484000
5192,Renault Kwid,2018,79465,2,PETROL,KA-05,Automatic,HatchBack,386000
5193,Tata NEXON,2019,49044,2,PETROL,DL-7C,Automatic,SUV,837000
5194,Maruti Vitara Brezza,2018,65843,1,DIESEL,DL-5C,Automatic,SUV,742000
5195,Maruti S PRESSO,2020,41047,1,CNG,MH-05,Manual,HatchBack,496250
5196,Maruti Dzire,2018,31349,1,PETROL,KA-01,Automatic,Sedan,632000
5197,Maruti Baleno,2017,63013,1,PETROL,TN-19,Manual,HatchBack,606000
5198,Toyota Corolla Altis,2011,66466,2,PETROL,DL-12,Manual,Lux_sedan,379000
5199,Maruti Alto K10,2017,54233,1,PETROL,MP-04,Manual,HatchBack,371000
5200,Honda City,2010,83307,3,PETROL,TN-19,Manual,Sedan,592000
5201,Mahindra XUV500,2016,64061,2,DIESEL,KA-01,Manual,Lux_SUV,1217000
5202,Hyundai Elite i20,2018,86260,2,DIESEL,GJ-16,Manual,HatchBack,675000
5203,Maruti Wagon R 1.0,2016,49310,1,PETROL,MH-24,Manual,HatchBack,381000
5204,Honda Jazz,2018,71165,2,PETROL,KA-04,Automatic,HatchBack,690000
5205,Maruti Ciaz,2018,58133,1,PETROL,MH-12,Manual,Sedan,470000
5206,Maruti Alto K10,2012,51033,2,PETROL,TN-05,Manual,HatchBack,236000
5207,Maruti Swift,2017,51579,1,PETROL,GJ-06,Manual,HatchBack,540000
5208,Tata Tiago,2019,14076,1,PETROL,MH-12,Automatic,HatchBack,601000
5209,Hyundai Elite i20,2015,54106,1,PETROL,KA-51,Manual,HatchBack,670000
5210,Hyundai Elite i20,2017,25440,1,PETROL,MH-05,Manual,HatchBack,547000
5211,Maruti S Cross,2020,52521,1,PETROL,MH-40,Manual,SUV,1073000
5212,Toyota Etios,2011,70652,1,PETROL,KA-34,Manual,Sedan,347000
5213,Maruti New Wagon-R,2020,67357,1,CNG,DL-8C,Manual,HatchBack,556000
5214,Hyundai GRAND I10 NIOS,2019,54670,2,PETROL,RJ-45,Manual,HatchBack,621000
5215,Maruti Swift,2017,31924,1,PETROL,MH-01,Manual,HatchBack,523000
5216,Maruti Baleno,2017,50484,2,PETROL,MH-12,Automatic,HatchBack,603000
5217,Tata TIGOR,2019,93338,3,DIESEL,KA-01,Manual,Sedan,456000
5218,Maruti Alto K10,2015,69770,1,CNG,DL-9C,Manual,HatchBack,295000
5219,Hyundai i20,2011,32176,1,PETROL,DL-7C,Manual,HatchBack,280000
5220,Hyundai i10,2011,120084,1,PETROL,,Manual,HatchBack,195000
5221,Maruti Swift,2021,14318,1,PETROL,TN-19,Manual,HatchBack,711000
5222,Maruti Swift Dzire,2013,59849,2,PETROL,MH-12,Manual,Sedan,440000
5223,Honda Amaze,2018,36998,2,PETROL,TN-07,Automatic,Sedan,746000
5224,Hyundai Creta,2016,67184,1,PETROL,HR-51,Automatic,SUV,800000
5225,Datsun Redi Go,2021,24978,1,PETROL,KA-68,Manual,HatchBack,395000
5226,Maruti Wagon R 1.0,2015,45899,1,PETROL,TS-08,Manual,HatchBack,376000
5227,Hyundai Elite i20,2017,26195,1,PETROL,KA-04,Manual,HatchBack,706000
5228,Maruti Vitara Brezza,2016,66211,1,DIESEL,TN-01,Manual,SUV,837000
5229,Hyundai GRAND I10 NIOS,2022,23728,1,CNG,DL-3C,Manual,HatchBack,769000
5230,Hyundai Grand i10,2019,93449,1,PETROL,GJ-03,Manual,HatchBack,565000
5231,Hyundai Grand i10,2014,35520,2,PETROL,MH-12,Manual,HatchBack,372500
5232,Maruti Wagon R 1.0,2015,32750,1,PETROL,GJ-05,Manual,HatchBack,331000
5233,Skoda Rapid,2018,33510,1,PETROL,MP-09,Manual,Sedan,598000
5234,Maruti Wagon R 1.0,2018,35547,1,PETROL,KL-24,Automatic,HatchBack,458000
5235,Maruti Wagon R 1.0,2014,32294,1,PETROL,MH-04,Manual,HatchBack,353000
5236,Honda Jazz,2015,78770,2,DIESEL,GJ-15,Manual,HatchBack,415000
5237,Maruti Alto 800,2014,46270,1,PETROL,KL-25,Manual,HatchBack,242000
5238,Maruti S Cross,2018,82705,2,DIESEL,UP-41,Manual,SUV,683000
5239,Hyundai Verna,2020,59138,1,PETROL,MP-09,Automatic,Sedan,651000
5240,Hyundai Grand i10,2016,61121,2,PETROL,KA-51,Manual,HatchBack,462000
5241,Honda WR-V,2021,21445,1,PETROL,UP-16,Manual,SUV,814000
5242,Maruti Celerio,2022,3483,1,PETROL,MH-12,Automatic,HatchBack,731000
5243,Maruti Swift,2013,39369,1,PETROL,KA-05,Manual,HatchBack,501000
5244,Hyundai Grand i10,2014,75840,3,DIESEL,TN-11,Manual,HatchBack,387000
5245,Tata Tiago,2016,73138,1,PETROL,TN-81,Manual,HatchBack,445000
5246,Honda Jazz,2015,64524,1,PETROL,KA-03,Manual,HatchBack,509200
5247,Maruti Baleno,2018,17802,1,PETROL,DL-2C,Manual,HatchBack,547000
5248,Hyundai Xcent,2019,48347,1,DIESEL,WB-02,Manual,Sedan,272000
5249,Toyota YARIS,2021,35877,1,PETROL,GJ-01,Automatic,Sedan,916000
5250,Hyundai Grand i10,2017,25091,1,PETROL,DL-10,Manual,HatchBack,460800
5251,Maruti Swift Dzire,2013,73371,1,PETROL,HR-29,Manual,Sedan,398000
5252,Renault Kwid,2018,38239,1,PETROL,KA-02,Automatic,HatchBack,400000
5253,Hyundai GRAND I10 NIOS,2019,40934,1,PETROL,UP-78,Manual,HatchBack,682000
5254,Ford Ecosport,2019,58565,2,DIESEL,MH-14,Manual,SUV,861000
5255,Renault Kwid,2017,46351,2,PETROL,MH-12,Manual,HatchBack,325000
5256,Hyundai i20,2013,66085,1,PETROL,KA-01,Manual,HatchBack,419000
5257,Hyundai i10,2011,54095,1,PETROL,DL-4C,Manual,HatchBack,205000
5258,Maruti Swift,2018,68457,1,PETROL,TS-07,Manual,HatchBack,587650
5259,Maruti Swift Dzire,2013,21090,1,PETROL,DL-12,Manual,Sedan,404000
5260,Hyundai New Elantra,2015,109686,1,PETROL,nan,Automatic,Lux_sedan,625000
5261,Tata NEXON,2022,16581,1,PETROL,TN-11,Manual,SUV,1113000
5262,Renault Kwid,2019,48566,2,PETROL,GJ-05,Manual,HatchBack,323000
5263,Ford FREESTYLE,2018,54813,1,PETROL,KA-51,Manual,SUV,607000
5264,Hyundai Grand i10,2017,80554,1,PETROL,MP-09,Manual,HatchBack,451000
5265,Maruti New Wagon-R,2020,15389,1,PETROL,GJ-03,Manual,HatchBack,532000
5266,Maruti Celerio,2019,15356,1,PETROL,KA-01,Manual,HatchBack,535000
5267,Hyundai Elite i20,2020,63015,2,PETROL,RJ-45,Manual,HatchBack,603000
5268,Maruti Baleno,2021,18885,1,PETROL,HR-26,Manual,HatchBack,709000
5269,Maruti Baleno,2018,101272,1,PETROL,,Manual,HatchBack,588000
5270,Tata Tiago,2018,97937,1,PETROL,KL-40,Manual,HatchBack,402000
5271,Honda Jazz,2017,42320,2,PETROL,MH-12,Manual,HatchBack,629000
5272,Maruti Ritz,2010,43069,2,PETROL,MP-04,Manual,HatchBack,215000
5273,Hyundai Creta,2018,63888,1,PETROL,TS-08,Manual,SUV,844000
5274,Tata ALTROZ,2020,40742,1,PETROL,KA-02,Manual,HatchBack,769000
5275,Hyundai Eon,2017,50894,1,PETROL,RJ-14,Manual,HatchBack,287650
5276,Maruti XL6,2019,29430,1,PETROL,GJ-02,Manual,SUV,970000
5277,Hyundai Grand i10,2015,50124,2,PETROL,MP-04,Manual,HatchBack,426000
5278,Maruti Alto 800,2019,42212,1,PETROL,RJ-02,Manual,HatchBack,331000
5279,Hyundai Xcent,2015,58483,1,PETROL,GJ-18,Automatic,Sedan,834000
5280,Maruti Ertiga,2017,76424,1,CNG,MH-48,Manual,SUV,789000
5281,Honda City,2016,118569,2,PETROL,,Manual,Sedan,514000
5282,Maruti Alto,2020,25741,2,PETROL,TN-01,Manual,HatchBack,384000
5283,Maruti Alto 800,2013,75102,2,PETROL,TN-18,Manual,HatchBack,226000
5284,Tata ALTROZ,2020,21388,1,PETROL,RJ-45,Manual,HatchBack,559000
5285,Maruti Swift Dzire,2013,25799,1,PETROL,UP-78,Automatic,Sedan,823000
5286,Ford Ecosport,2017,87141,1,PETROL,TN-07,Manual,SUV,643000
5287,Hyundai Elite i20,2018,97017,2,DIESEL,TS-13,Manual,HatchBack,692000
5288,Maruti S Cross,2020,11063,1,PETROL,RJ-02,Manual,SUV,1099000
5289,Maruti Alto K10,2010,82999,1,PETROL,KL-07,Manual,HatchBack,175000
5290,Hyundai Grand i10,2017,63260,2,PETROL,TN-12,Manual,HatchBack,520000
5291,Hyundai Creta,2016,55188,2,PETROL,MH-02,Automatic,SUV,919000
5292,Skoda Rapid,2019,112814,1,PETROL,,Manual,Sedan,302000
5293,Maruti Baleno,2017,47949,1,PETROL,MH-01,Automatic,HatchBack,623000
5294,Honda Brio,2014,36843,3,PETROL,WB-06,Manual,HatchBack,269000
5295,Tata Tiago,2018,64666,1,PETROL,MH-12,Manual,HatchBack,497800
5296,Nissan MAGNITE,2021,40592,1,PETROL,TS-08,Manual,SUV,568000
5297,Hyundai AURA,2020,60123,1,PETROL,TN-02,Manual,Sedan,615000
5298,Hyundai Santro Xing,2012,51860,1,PETROL,DL-10,Manual,HatchBack,221000
5299,Maruti Swift,2019,39930,1,PETROL,DL-2C,Manual,HatchBack,568000
5300,Ford Ecosport,2019,45133,1,PETROL,KA-01,Manual,SUV,961000
5301,Hyundai Creta,2017,20134,1,PETROL,KA-04,Manual,SUV,983000
5302,Hyundai i10,2013,125004,1,PETROL,,Automatic,HatchBack,317000
5303,Honda WR-V,2018,86235,1,DIESEL,UP-14,Manual,SUV,587000
5304,Tata NEXON,2021,42539,1,PETROL,GJ-05,Automatic,SUV,1113000
5305,Tata Tiago,2018,51028,1,PETROL,KA-01,Automatic,HatchBack,537000
5306,Hyundai GRAND I10 NIOS,2019,7767,1,PETROL,GJ-01,Manual,HatchBack,654000
5307,Maruti Alto K10,2019,32334,2,PETROL,KA-52,Manual,HatchBack,378000
5308,Hyundai New Elantra,2017,69301,1,PETROL,GJ-01,Automatic,Lux_sedan,1230000
5309,Maruti Wagon R 1.0,2018,76661,1,CNG,DL-9C,Manual,HatchBack,439000
5310,Maruti Celerio X,2018,44216,1,PETROL,TN-09,Automatic,HatchBack,479000
5311,Tata TIGOR,2021,119544,1,PETROL,,Manual,Sedan,550000
5312,Hyundai Elite i20,2016,78151,1,DIESEL,TS-08,Manual,HatchBack,612000
5313,Maruti Baleno,2017,22223,1,PETROL,KA-51,Automatic,HatchBack,757000
5314,Tata NEXON,2018,106467,1,DIESEL,TS-07,Automatic,SUV,837000
5315,Maruti Swift Dzire,2013,33497,1,PETROL,DL-5C,Manual,Sedan,351000
5316,Maruti Swift,2016,41107,1,PETROL,KA-07,Manual,HatchBack,573000
5317,Hyundai i20 Active,2018,47641,3,PETROL,UP-32,Manual,HatchBack,615250
5318,Maruti New Wagon-R,2022,8408,1,CNG,BR-01,Manual,HatchBack,674000
5319,Maruti New Wagon-R,2021,14184,2,CNG,MH-05,Manual,HatchBack,593000
5320,Volkswagen Polo,2019,60143,2,PETROL,MH-16,Manual,HatchBack,486000
5321,Ford Ecosport,2018,33388,2,PETROL,DL-12,Automatic,SUV,793000
5322,Skoda Rapid,2019,34293,1,DIESEL,KA-05,Automatic,Sedan,1153000
5323,Volkswagen Polo,2017,42658,3,PETROL,TN-12,Manual,HatchBack,589000
5324,Maruti OMNI E,2017,33600,1,PETROL,TN-85,Manual,SUV,279000
5325,Honda Amaze,2014,23808,1,PETROL,WB-02,Manual,Sedan,326000
5326,Maruti Baleno,2019,26181,1,PETROL,UP-14,Manual,HatchBack,645000
5327,Maruti Celerio,2019,35898,1,PETROL,GJ-19,Manual,HatchBack,469000
5328,Maruti Vitara Brezza,2016,105562,1,DIESEL,TS-07,Manual,SUV,820000
5329,Hyundai Grand i10,2018,88479,1,DIESEL,TS-07,Manual,HatchBack,553000
5330,Maruti S PRESSO,2022,3170,1,PETROL,KL-07,Manual,HatchBack,532000
5331,Maruti Alto K10,2016,42591,3,PETROL,MH-14,Manual,HatchBack,303000
5332,Toyota Etios,2011,44512,1,CNG,GJ-02,Manual,Sedan,633000
5333,KIA SONET,2020,33657,1,DIESEL,KA-63,Automatic,SUV,1293000
5334,Hyundai GRAND I10 NIOS,2020,50262,1,PETROL,HR-26,Manual,HatchBack,650000
5335,Maruti Alto K10,2014,53179,2,PETROL,TS-07,Manual,HatchBack,299000
5336,Maruti Swift,2018,25537,1,PETROL,KA-01,Automatic,HatchBack,705000
5337,Maruti S PRESSO,2022,7870,1,PETROL,HR-51,Manual,HatchBack,524000
5338,Maruti Wagon R 1.0,2015,64984,1,PETROL,RJ-14,Manual,HatchBack,396000
5339,Maruti New Wagon-R,2020,12744,1,CNG,DL-1C,Manual,HatchBack,588000
5340,Ford Ecosport,2019,42354,1,DIESEL,MH-01,Manual,SUV,1002000
5341,Ford Ecosport,2017,34132,2,PETROL,TN-04,Manual,SUV,722000
5342,Hyundai Elite i20,2016,84825,2,PETROL,UP-14,Manual,HatchBack,534000
5343,Honda City,2015,70012,1,PETROL,MH-02,Manual,Sedan,300000
5344,Maruti Alto 800,2018,61029,2,PETROL,GJ-21,Manual,HatchBack,326000
5345,Honda Jazz,2017,67057,1,PETROL,KA-05,Automatic,HatchBack,661000
5346,Volkswagen Polo,2019,23876,1,PETROL,TS-08,Automatic,HatchBack,837000
5347,KIA CARENS,2022,5367,1,PETROL,KA-05,Manual,SUV,1134000
